company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,cash_from_operations_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,revenue_cagr_5yr,pat_cagr_5yr,eps_cagr_5yr,composite_quality_score,roce_percentage,roe_percentage,broad_sector,computed_roce,high_leverage_suppressed
CHOLAFIN,Mar 2014,11.222933821286977,28.42329978652028,16.09094884127678,7.903366856143419,950.0,0.1522001485332343,-2530.0,83.0,-2447.0,5.0,255.0,14.0,18075.0,21.94,23.36,22.28,9.15536093703233,10.4,20.2,Financials,4.6655534819762305,True
CHOLAFIN,Mar 2015,11.951547779273216,28.559892328398384,16.598130841121495,7.457943925233645,,0.15564772917714095,-2304.0,40.0,-2264.0,6.0,255.0,11.0,19950.0,21.94,23.36,22.28,9.56844211652395,10.4,20.2,Financials,4.773480662983425,True
CHOLAFIN,Mar 2016,13.64499288087328,30.042714760322735,15.66757493188011,6.143324250681199,643.5,0.15109899960557927,-2946.0,137.0,-2809.0,7.0,255.0,12.0,22546.0,21.94,23.36,22.28,9.821222270786324,10.4,20.2,Financials,4.909215746109246,True
CHOLAFIN,Mar 2017,15.296122709842352,28.163613123135917,16.70544439274081,5.600511865984179,448.6666666666667,0.15340871952415192,-1690.0,222.0,-1468.0,9.0,255.0,12.0,24071.0,21.94,23.36,22.28,10.71832527403577,10.4,20.2,Financials,4.744615601536889,True
CHOLAFIN,Mar 2018,16.51376146788991,26.101816873538407,17.912195121951218,7.479024390243903,,0.12586320103244503,-7986.0,60.0,-7926.0,12.0,255.0,11.0,38330.0,21.94,23.36,22.28,11.517273263624524,10.4,20.2,Financials,3.398918421355425,True
CHOLAFIN,Mar 2019,16.840180078784467,22.960045019696118,19.281572164948454,8.145457474226804,1659.0,0.12363889372064707,-9328.0,11.0,-9317.0,15.0,255.0,8.0,50567.0,21.94,23.36,22.28,12.081797045817856,10.4,20.2,Financials,2.9220607661822986,True
CHOLAFIN,Mar 2020,12.098255280073463,27.789256198347108,12.853658536585366,6.707926829268293,,0.13600174841549845,-2129.0,54.0,-2075.0,13.0,255.0,13.0,55005.0,21.94,23.36,22.28,8.362638521691443,10.4,20.2,Financials,3.8620362313108143,True
CHOLAFIN,Mar 2021,15.871856412396953,30.397579046227698,15.84375,6.638541666666667,52.410714285714285,0.12838272332672418,-10594.0,1746.0,-8848.0,19.0,255.0,11.0,63730.0,21.94,23.36,22.28,10.614663045241224,10.4,20.2,Financials,4.002454657029865,True
CHOLAFIN,Mar 2022,21.225857311785575,28.83326763894363,18.302319653326535,5.87764465969921,35.17857142857143,0.12303887097165304,-3931.0,1640.0,-5571.0,26.0,255.0,8.0,69174.0,21.94,23.36,22.28,13.217071945361255,10.4,20.2,Financials,3.6507171713427966,True
CHOLAFIN,Mar 2023,20.684570009313877,28.104625892579943,18.576606719643106,6.786421302105117,16.581818181818182,0.113388543215961,-29253.0,2148.0,-27105.0,32.0,255.0,6.0,97358.0,21.94,23.36,22.28,13.124855090724315,10.4,20.2,Financials,3.265773830838645,True
CHOLAFIN,Mar 2024,17.846892448990243,28.10102802275218,17.455213596692694,6.863420609401317,21.211764705882352,0.12230192869816066,-38538.0,2855.0,-35683.0,41.0,255.0,5.0,134475.0,21.94,23.36,22.28,11.808135991460366,10.4,20.2,Financials,3.5107874445050236,True
CHOLAFIN,TTM,17.118478357479336,28.673006843836102,,,26.108870967741936,,,,,46.0,255.0,,,21.94,23.36,22.28,5.706159452493112,10.4,20.2,Financials,,True
CIPLA,Mar 2013,18.661674115231307,73.25763981157145,17.130502272979268,0.10721809513249805,24.86530612244898,0.7101561159718648,-665.0,2063.0,1398.0,19.0,351.0,10.0,967.0,9.51,22.73,21.83,12.167444168060813,22.8,16.8,Healthcare,61.005407570598834,False
CIPLA,Mar 2014,13.80123857269242,78.89511451882434,13.968759327430105,0.1241667495771565,32.059760956175296,0.7591791044776119,298.0,1265.0,1563.0,17.0,351.0,12.0,1248.0,9.51,22.73,21.83,9.509725668200046,22.8,16.8,Healthcare,71.21869191963891,False
CIPLA,Mar 2015,10.832966064345527,80.94314676068753,11.377522680985003,0.15765598963154973,56.109756097560975,0.7239948947032546,223.0,950.0,1173.0,15.0,351.0,14.0,1703.0,9.51,22.73,21.83,7.644827880011261,22.8,16.8,Healthcare,73.58656537385045,False
CIPLA,Mar 2016,10.029006526468455,82.01595358955765,12.00833550403751,0.45168012503256055,54.46153846153846,0.6551380113069505,-2792.0,4533.0,1741.0,17.0,351.0,12.0,5202.0,9.51,22.73,21.83,7.564160013937638,22.8,16.8,Healthcare,67.7552485196483,False
CIPLA,Mar 2017,7.190496040016674,82.65944143393081,8.250956632653061,0.3278858418367347,57.28365384615385,0.6897311802194642,1078.0,1304.0,2382.0,13.0,351.0,16.0,4113.0,9.51,22.73,21.83,5.377061284296399,22.8,16.8,Healthcare,71.53148826319266,False
CIPLA,Mar 2018,9.349432567959884,81.3473211929269,9.958535385480358,0.2880033733923677,44.1,0.668460283156177,629.0,834.0,1463.0,18.0,351.0,17.0,4098.0,9.51,22.73,21.83,6.6588094121988055,22.8,16.8,Healthcare,67.37600261908659,False
CIPLA,Mar 2019,9.118689646742451,81.07199608849774,9.938715694111377,0.2875033306687983,27.849056603773583,0.6885784024913728,3.0,1688.0,1691.0,19.0,351.0,16.0,4316.0,9.51,22.73,21.83,6.581994581115066,22.8,16.8,Healthcare,68.7293046357616,False
CIPLA,Mar 2020,8.755545178613122,81.28648143824422,9.515955084692001,0.17864619678995114,40.53779069767442,0.731417837168595,3182.0,114.0,3068.0,19.0,351.0,21.0,2816.0,9.51,22.73,21.83,6.334306033491239,22.8,16.8,Healthcare,75.05786102588945,False
CIPLA,Mar 2021,12.468684759916492,77.80271398747391,13.036123540325221,0.10989850485648806,56.12406015037594,0.7708710521021928,1381.0,2374.0,3755.0,30.0,351.0,17.0,2014.0,9.51,22.73,21.83,8.758559784114636,22.8,16.8,Healthcare,73.39724680432646,False
CIPLA,Mar 2022,11.703349722005237,79.08376602490466,12.221102634230602,0.05066935367784655,174.06060606060606,0.8103287783445656,1468.0,1858.0,3326.0,31.0,351.0,16.0,1056.0,9.51,22.73,21.83,8.244927044860136,22.8,16.8,Healthcare,78.69571174133443,False
CIPLA,Mar 2023,12.45110534874522,77.90621017008746,12.103216986371597,0.03430597684453369,60.57337883959045,0.7765529010238907,862.0,2376.0,3238.0,35.0,351.0,24.0,803.0,9.51,22.73,21.83,8.443625078713568,22.8,16.8,Healthcare,73.30855018587361,False
CIPLA,Mar 2024,16.11701714906495,75.59168153953597,15.554557028383135,0.020931625851868495,35.33876811594203,0.7922417237881536,1152.0,2982.0,4134.0,51.0,351.0,25.0,559.0,9.51,22.73,21.83,10.821271967078745,22.8,16.8,Healthcare,71.54593801577114,False
CIPLA,TTM,18.48337719135688,74.40421037026054,,,24.453771289537713,,,,,62.0,351.0,,,9.51,22.73,21.83,6.1611257304522935,22.8,16.8,Healthcare,,False
COALINDIA,Mar 2013,25.41030408620412,73.51946473800565,35.80623865324311,0.026922759531275788,5.740630712979891,0.6154365983979528,7276.0,1833.0,9109.0,27.0,156.0,51.0,1305.0,7.4,16.43,16.85,20.61065977928173,63.6,52.0,Materials,100.934166382064,False
COALINDIA,Mar 2014,21.402673917969636,74.83854520734195,35.63814734459013,0.0041977171964908975,7.374389733575115,0.6728544473879815,23105.0,8580.0,14525.0,24.0,156.0,121.0,178.0,7.4,16.43,16.85,19.237891903315916,63.6,52.0,Materials,124.15339814945281,False
COALINDIA,Mar 2015,18.519967620075555,76.60145709660011,34.01729735087849,0.010110772433276337,8.645357686453577,0.6661453980065968,15276.0,894.0,14382.0,22.0,156.0,95.0,408.0,7.4,16.43,16.85,17.73447012298688,63.6,52.0,Materials,139.3488874168936,False
COALINDIA,Mar 2016,18.323679377351947,75.96486045645446,40.95828668216921,0.034421382022794475,9.963125105236571,0.6856375484325467,21308.0,8154.0,13154.0,23.0,156.0,121.0,1199.0,7.4,16.43,16.85,19.989201202651234,63.6,52.0,Materials,164.21791740674956,False
COALINDIA,Mar 2017,11.872473261347935,84.0745100046057,37.84974304592544,0.12293009217717596,12.364936042136945,0.6591278976616324,16916.0,455.0,16461.0,15.0,156.0,133.0,3014.0,7.4,16.43,16.85,16.793781401645003,63.6,52.0,Materials,238.74763911085282,False
COALINDIA,Mar 2018,8.25629956360565,89.10421847871991,34.87957181088314,0.07622162751511548,15.269748743718592,0.6793920507527635,13368.0,7747.0,21115.0,11.0,156.0,146.0,1538.0,7.4,16.43,16.85,14.60508780841385,63.6,52.0,Materials,349.82040891508564,False
COALINDIA,Mar 2019,17.536601530335588,74.88904062820076,66.01398601398601,0.08353808353808354,12.787795680493657,0.7486487096022433,8460.0,7896.0,16356.0,28.0,156.0,46.0,2210.0,7.4,16.43,16.85,28.099745417974617,63.6,52.0,Materials,260.26164311878597,False
COALINDIA,Mar 2020,17.38134887593672,77.53955037468776,51.93270516528283,0.20008085331343098,11.56455617628802,0.64044794027463,6010.0,1033.0,4977.0,27.0,156.0,44.0,6434.0,7.4,16.43,16.85,23.318167327164726,63.6,52.0,Materials,193.10720116089243,False
COALINDIA,Mar 2021,14.109257325661476,79.3081998533757,34.78284681526918,0.16112602004490936,19.085783003741316,0.5589906302972351,10774.0,182.0,10592.0,21.0,156.0,78.0,5884.0,7.4,16.43,16.85,16.483698257075964,63.6,52.0,Materials,168.4330927786425,False
COALINDIA,Mar 2022,15.839219796746114,77.46889668687052,40.27999907285075,0.08145006142363767,21.99120538023797,0.6114436344992086,15392.0,25715.0,41107.0,28.0,156.0,60.0,3514.0,7.4,16.43,16.85,18.91022083469869,63.6,52.0,Materials,182.2191739717513,False
COALINDIA,Mar 2023,22.94578016954547,68.00624945751237,52.13911214108443,0.07118320924346268,14.33719512195122,0.6244557263907207,12269.0,23465.0,35734.0,52.0,156.0,47.0,4331.0,7.4,16.43,16.85,25.236449345673538,63.6,52.0,Materials,144.30908030809832,False
COALINDIA,Mar 2024,26.25628846856468,66.29380849329698,45.16982956605826,0.0788468512027076,11.24178180085755,0.6018691588785047,13617.0,4486.0,18103.0,61.0,156.0,42.0,6523.0,7.4,16.43,16.85,24.00932906450048,63.6,52.0,Materials,105.75106719101879,False
COALINDIA,TTM,24.47836497349068,66.78424833247819,,,11.51012891344383,,,,,56.0,156.0,,,7.4,16.43,16.85,8.15945499116356,63.6,52.0,Materials,,False
DABUR,Mar 2013,12.47557003257329,16.156351791530945,36.563245823389025,0.5494033412887828,18.508474576271187,1.3038861754087916,248.0,622.0,870.0,4.0,59.0,34.0,1151.0,7.81,4.6,4.56,16.7809006771237,22.3,19.2,Consumer Staples,33.64140480591497,False
DABUR,Mar 2014,12.978180787758573,16.463587418532164,34.48795180722892,0.26656626506024095,23.85185185185185,1.3286897590361446,994.0,104.0,1098.0,5.0,59.0,33.0,708.0,7.81,4.6,4.56,16.264940784674547,22.3,19.2,Consumer Staples,38.28775267538644,False
DABUR,Mar 2015,13.701090442591404,16.93393200769724,31.84257602862254,0.21884317233154443,36.85,1.2766131673763512,171.0,876.0,1047.0,6.0,59.0,33.0,734.0,7.81,4.6,4.56,15.606759879530097,22.3,19.2,Consumer Staples,36.05675146771038,False
DABUR,Mar 2016,16.118251928020566,19.511568123393317,30.064732678014867,0.19299928074802206,36.145833333333336,1.122331217541835,457.0,730.0,1187.0,7.0,59.0,32.0,805.0,7.81,4.6,4.56,15.768438607859089,22.3,19.2,Consumer Staples,34.86736334405145,False
DABUR,Mar 2017,16.811137378513266,19.858156028368796,26.408087476789767,0.20115535382710956,33.48148148148148,0.9847387480600104,420.0,807.0,1227.0,7.0,59.0,31.0,975.0,7.81,4.6,4.56,14.734654534454348,22.3,19.2,Consumer Staples,31.054620405358985,False
DABUR,Mar 2018,17.586117586117584,20.94017094017094,23.79950928846828,0.16438836312653346,36.0,0.8873822109859802,551.0,541.0,1092.0,8.0,59.0,81.0,938.0,7.81,4.6,4.56,14.09100302852395,22.3,19.2,Consumer Staples,28.717639975918118,False
DABUR,Mar 2019,16.981796829125074,20.434527304756312,25.67471590909091,0.12411221590909091,32.7,1.0092449922958397,1837.0,338.0,1499.0,8.0,59.0,34.0,699.0,7.81,4.6,4.56,14.555252576837274,22.3,19.2,Consumer Staples,30.990364871268362,False
DABUR,Mar 2020,16.672423719055843,20.63327576280944,21.91946715107478,0.07901907356948229,39.94,0.9301702902431188,1097.0,517.0,1614.0,8.0,59.0,37.0,522.0,7.81,4.6,4.56,13.174020386791248,22.3,19.2,Consumer Staples,28.01627384960718,False
DABUR,Mar 2021,17.72641706755909,20.937042459736457,22.116388308977037,0.06641440501043841,75.06451612903226,0.8826733130250162,711.0,1404.0,2115.0,10.0,59.0,50.0,509.0,7.81,4.6,4.56,13.575159563187048,22.3,19.2,Consumer Staples,28.471797381622416,False
DABUR,Mar 2022,15.997795940857745,20.681421618146754,20.782629444046766,0.12288236697685516,65.64102564102564,0.8864376424617388,529.0,1273.0,1802.0,10.0,59.0,53.0,1030.0,7.81,4.6,4.56,12.555621009122083,22.3,19.2,Consumer Staples,27.19932001699957,False
DABUR,Mar 2023,14.752818733738074,18.751084128360798,18.956870611835505,0.13083695531037556,33.42307692307692,0.8445648989159098,905.0,583.0,1488.0,10.0,59.0,54.0,1174.0,7.81,4.6,4.56,11.518084748163163,22.3,19.2,Consumer Staples,25.69232285404553,False
DABUR,Mar 2024,14.600128990648178,19.348597226701063,18.355969997972835,0.13835394283397526,23.241935483870968,0.8205874569992061,1042.0,971.0,2013.0,10.0,59.0,53.0,1365.0,7.81,4.6,4.56,11.258895481873408,22.3,19.2,Consumer Staples,25.66111655239961,False
DABUR,TTM,14.139953402426286,18.807744838113603,,,18.93421052631579,,,,,10.0,59.0,,,7.81,4.6,4.56,4.713317800808762,22.3,19.2,Consumer Staples,,False
DIVISLAB,Mar 2013,28.065268065268068,38.04195804195804,24.070371851259495,0.013194722111155539,287.0,0.6833386428798981,225.0,255.0,480.0,23.0,517.0,33.0,33.0,9.66,3.41,3.3,17.606326186469154,16.5,12.2,Healthcare,33.97790055248619,False
DIVISLAB,Mar 2014,30.529225908372826,40.20537124802528,26.07962213225371,0.006072874493927126,362.0,0.6824797843665769,252.0,305.0,557.0,29.0,517.0,34.0,18.0,9.66,3.41,3.3,19.097109274997706,16.5,12.2,Healthcare,36.41851106639839,False
DIVISLAB,Mar 2015,27.351524879614768,37.65650080256822,24.37070938215103,0.007723112128146453,403.6666666666667,0.7071509648127128,305.0,521.0,826.0,32.0,517.0,31.0,27.0,9.66,3.41,3.3,17.476461742192836,16.5,12.2,Healthcare,34.37411297189895,False
DIVISLAB,Mar 2016,29.81991525423729,37.6853813559322,26.22874446773818,0.009783368273934312,303.2,0.7709269089424254,632.0,406.0,1038.0,42.0,517.0,24.0,42.0,9.66,3.41,3.3,18.939862210305964,16.5,12.2,Healthcare,34.97116493656286,False
DIVISLAB,Mar 2017,26.08267716535433,35.67913385826771,19.787194325182007,0.006720179204778794,507.3333333333333,0.6602761982128351,10.0,1140.0,1150.0,40.0,517.0,25.0,36.0,9.66,3.41,3.3,15.510049229583059,16.5,12.2,Healthcare,28.221768959762656,False
DIVISLAB,Mar 2018,22.539193009509123,32.61372397841172,14.801687763713081,0.010632911392405063,688.0,0.5734708916728076,298.0,478.0,776.0,33.0,517.0,30.0,63.0,9.66,3.41,3.3,12.638117221631669,16.5,12.2,Healthcare,22.979291917167668,False
DIVISLAB,Mar 2019,27.355438738374442,37.88920339668419,19.448037947391118,0.015236452493891045,405.6,0.6154803384768541,269.0,685.0,954.0,51.0,517.0,31.0,106.0,9.66,3.41,3.3,15.806319008080806,16.5,12.2,Healthcare,28.71301146821464,False
DIVISLAB,Mar 2020,25.528364849833146,33.852428624397476,18.83720930232558,0.00533515731874145,287.42857142857144,0.6322822646817489,1133.0,83.0,1216.0,52.0,517.0,31.0,39.0,9.66,3.41,3.3,14.999285472280159,16.5,12.2,Healthcare,27.377874540753844,False
DIVISLAB,Mar 2021,28.46893384990673,41.13933132443679,21.34480903711673,0.0005379236148466917,1462.0,0.6470151332281125,2022.0,75.0,1947.0,75.0,517.0,27.0,5.0,9.66,3.41,3.3,16.82025267341719,16.5,12.2,Healthcare,31.44086021505376,False
DIVISLAB,Mar 2022,33.035714285714285,43.359375,25.2387448840382,0.00034106412005457026,1998.5,0.6706586826347305,-283.0,2195.0,1912.0,112.0,517.0,27.0,4.0,9.66,3.41,3.3,19.648372617462407,16.5,12.2,Healthcare,34.069212410501194,False
DIVISLAB,Mar 2023,23.483970645036695,30.513711857860176,14.286833241951907,0.0003133077465340331,1357.0,0.5384402079722703,-248.0,2707.0,2459.0,69.0,517.0,44.0,4.0,9.66,3.41,3.3,12.769748031653625,16.5,12.2,Healthcare,21.25127241406311,False
DIVISLAB,Mar 2024,20.395156150414277,28.170809432759718,11.78984599513669,0.0002210596124088129,636.25,0.5074385510996119,992.0,269.0,1261.0,60.0,517.0,50.0,3.0,9.66,3.41,3.3,10.897480232216859,16.5,12.2,Healthcare,18.7490791218506,False
DIVISLAB,TTM,21.31413977246343,29.69584397492454,,,972.3333333333334,,,,,69.0,517.0,,,9.66,3.41,3.3,7.10471325748781,16.5,12.2,Healthcare,,False
DLF,Mar 2013,8.580985462498392,33.87366525151164,2.5924054568774535,1.0338528508686695,1.6905790838375108,0.1202375980323913,4004.0,1995.0,2009.0,4.0,163.0,48.0,26600.0,-5.14,15.7,12.89,3.7645428391360785,5.74,6.95,Real Estate,7.475778249154389,False
DLF,Mar 2014,7.1101470233791275,30.04338394793926,2.1536776784084686,0.8809271764920606,1.4721883881445392,0.12860131731886865,5392.0,3924.0,1468.0,4.0,163.0,55.0,24133.0,-5.14,15.7,12.89,3.1308086730354883,5.74,6.95,Real Estate,7.036950784039746,False
DLF,Mar 2015,6.628317427114655,39.40384363969146,1.8524608133289489,0.8949906828894004,1.5264756944444444,0.11543569466662643,2135.0,98.0,2037.0,3.0,163.0,66.0,24495.0,-5.14,15.7,12.89,2.8654046450367434,5.74,6.95,Real Estate,6.781196976708315,False
DLF,Mar 2016,3.07273826314729,39.955671972597216,1.2671901616186798,1.049648926004404,1.6686567164179105,0.1607996241636832,2139.0,818.0,2957.0,2.0,163.0,117.0,25264.0,-5.14,15.7,12.89,1.500242682976551,5.74,6.95,Real Estate,9.064926114365637,False
DLF,Mar 2017,8.612090986497993,41.9170417224182,2.881211085337566,1.1883774874862654,1.537248322147651,0.12854551709040873,-26.0,872.0,-898.0,4.0,163.0,50.0,29202.0,-5.14,15.7,12.89,3.8739491963086556,5.74,6.95,Real Estate,8.518828451882845,False
DLF,Mar 2018,66.75115550916952,35.455494259728646,12.678768655659708,0.49534139503270935,4.1003049813622505,0.11070396962944623,-1832.0,2102.0,270.0,25.0,163.0,8.0,17491.0,-5.14,15.7,12.89,26.513542711486224,5.74,6.95,Real Estate,22.915798643990758,False
DLF,Mar 2019,15.706430791298112,25.67535261773847,3.913509649749821,0.5129258994519895,1.4219204655674103,0.12583668005354753,2046.0,3.0,2043.0,6.0,163.0,33.0,17222.0,-5.14,15.7,12.89,6.581925707033828,5.74,6.95,Real Estate,5.7718807827079806,False
DLF,Mar 2020,-9.699161597895776,18.839388459641622,-1.7127761488663744,0.23523093447905477,1.598458304134548,0.10883879048130256,6864.0,6508.0,356.0,-2.0,163.0,-85.0,8103.0,-5.14,15.7,12.89,-3.7676996520936163,5.74,6.95,Real Estate,5.36075205640423,False
DLF,Mar 2021,20.003694126339123,27.133357960842257,3.0641693073789047,0.19482797645993663,2.17116060961313,0.10121896500149566,1610.0,150.0,1460.0,4.0,163.0,45.0,6886.0,-5.14,15.7,12.89,7.7230274662398415,5.74,6.95,Real Estate,4.38550793274923,False
DLF,Mar 2022,26.237537169844323,30.488018191359107,4.125185633353501,0.1150101754578956,3.1008,0.111732171125921,3099.0,267.0,2832.0,6.0,163.0,49.0,4182.0,-5.14,15.7,12.89,10.158151658107917,5.74,6.95,Real Estate,4.779992107340174,False
DLF,Mar 2023,35.71553994732221,30.307287093942055,5.397086528511158,0.08846551861384562,5.211734693877551,0.10832762687362094,1914.0,461.0,2375.0,8.0,163.0,49.0,3334.0,-5.14,15.7,12.89,13.740318034235665,5.74,6.95,Real Estate,4.980375905024256,False
DLF,Mar 2024,42.38369379181578,33.04807841916913,6.908270142781061,0.12259389820192235,7.457865168539326,0.10880495691479457,1010.0,1529.0,2539.0,11.0,163.0,45.0,4834.0,-5.14,15.7,12.89,16.466922963837213,5.74,6.95,Real Estate,5.9979667909183325,False
DLF,TTM,57.19182973860877,26.9247250392801,,,6.598445595854923,,,,,16.0,163.0,,,-5.14,15.7,12.89,19.06394324620292,5.74,6.95,Real Estate,,False
DMART,Mar 2013,2.8135288835677943,6.435199042202933,11.913814955640051,0.6666666666666666,5.348837209302325,2.2392761394101877,-104.0,231.0,127.0,2.0,309.0,0.0,526.0,20.48,22.97,22.74,5.655539992872678,19.4,14.5,Consumer Discretionary,17.490494296577946,False
DMART,Mar 2014,3.4357661118224496,7.276995305164319,16.84100418410042,0.6705020920502092,6.375,2.5918141592920354,-72.0,270.0,198.0,3.0,309.0,0.0,641.0,20.48,22.97,22.74,7.622861485071635,19.4,14.5,Consumer Discretionary,22.35441452723857,False
DMART,Mar 2015,3.292436713775431,7.081845006988663,17.666666666666668,0.7533333333333333,6.611111111111111,2.7341825902335457,-252.0,474.0,222.0,4.0,309.0,0.0,904.0,20.48,22.97,22.74,7.897761990225214,19.4,14.5,Consumer Discretionary,22.623574144486692,False
DMART,Mar 2016,3.727865796831314,7.735321528424977,21.038790269559502,0.7836949375410914,7.483516483516484,2.7672469374597033,-200.0,633.0,433.0,6.0,309.0,0.0,1192.0,20.48,22.97,22.74,9.177967667950172,19.4,14.5,Consumer Discretionary,25.101363803907113,False
DMART,Mar 2017,4.025886703647672,8.144225920322743,12.467464862051015,0.3896408120770432,8.172131147540984,2.044681216703901,-2027.0,2482.0,455.0,8.0,309.0,0.0,1497.0,20.48,22.97,22.74,6.179344260800863,19.4,14.5,Consumer Discretionary,18.67390897171755,False
DMART,Mar 2018,5.361537949843678,9.000199560965875,17.262797172842152,0.09402441636324695,24.016666666666666,2.6616501416430594,1194.0,464.0,730.0,13.0,309.0,0.0,439.0,20.48,22.97,22.74,8.428661754776295,19.4,14.5,Consumer Discretionary,28.21064996084573,False
DMART,Mar 2019,4.508872781804548,8.162959260184955,16.144621442634687,0.12529085376767496,35.765957446808514,2.8554096488723952,-151.0,958.0,807.0,14.0,309.0,0.0,700.0,20.48,22.97,22.74,7.836301291103877,19.4,14.5,Consumer Discretionary,26.73771274057579,False
DMART,Mar 2020,5.231202251708886,8.556493767591476,11.74187725631769,0.030054151624548737,31.71014492753623,2.0594567737661476,-3377.0,4657.0,1280.0,20.0,309.0,0.0,333.0,20.48,22.97,22.74,6.344178760597575,19.4,14.5,Consumer Discretionary,19.1711206518882,False
DMART,Mar 2021,4.5520440707451435,7.227767883030278,9.020026263952726,0.032255416940249505,46.166666666666664,1.7680703039179788,265.0,1110.0,1375.0,17.0,309.0,0.0,393.0,20.48,22.97,22.74,5.11338021287195,19.4,14.5,Consumer Discretionary,15.41703108849487,False
DMART,Mar 2022,4.8166322314049586,8.077221074380166,10.908027489399034,0.04730223716917678,48.44444444444444,2.0021976601383233,83.0,1289.0,1372.0,23.0,309.0,0.0,647.0,20.48,22.97,22.74,5.908952460314104,19.4,14.5,Consumer Discretionary,18.26178010471204,False
DMART,Mar 2023,5.550887021475257,8.494397759103641,14.790396815524318,0.039992536385122526,56.223880597014926,2.3661971830985915,317.0,2313.0,2630.0,37.0,309.0,0.0,643.0,20.48,22.97,22.74,7.569160340032721,19.4,14.5,Consumer Discretionary,22.52855690449136,False
DMART,Mar 2024,4.993207190533383,8.084427730414067,13.56294790886726,0.031661140228901485,73.29310344827586,2.398875873795579,278.0,2468.0,2746.0,39.0,309.0,0.0,592.0,20.48,22.97,22.74,6.98501032439874,19.4,14.5,Consumer Discretionary,22.037325038880248,False
DMART,TTM,4.754164263366718,7.823396780451995,,,72.078125,,,,,42.0,309.0,,,20.48,22.97,22.74,1.5847214211222393,19.4,14.5,Consumer Discretionary,,False
DRREDDY,Mar 2013,12.904588861658075,22.555564945491422,23.97550635892605,0.5781127335531481,28.15,0.8843796711509716,-59.0,1437.0,1378.0,18.0,369.0,17.0,3682.0,12.64,23.39,23.84,12.588158297245032,26.5,21.4,Healthcare,28.00716346632176,False
DRREDDY,Mar 2014,14.632873648900485,24.23406634364517,24.958677685950413,0.5692307692307692,26.937007874015748,0.84339243052936,366.0,1604.0,1970.0,23.0,369.0,16.0,4477.0,12.64,23.39,23.84,13.478314588460087,26.5,21.4,Healthcare,27.718360071301245,False
DRREDDY,Mar 2015,15.549490780802769,23.35086201158224,23.708515173043743,0.4378361920227342,34.888888888888886,0.8139459283740587,154.0,2370.0,2524.0,27.0,369.0,15.0,4314.0,12.64,23.39,23.84,13.357317294073525,26.5,21.4,Healthcare,26.597021246558906,False
DRREDDY,Mar 2016,13.688335046248715,23.028006166495373,16.95441164770467,0.2666878828864667,46.74698795180723,0.7657648794884407,1653.0,1610.0,3263.0,25.0,369.0,16.0,3352.0,12.64,23.39,23.84,10.469503857813942,26.5,21.4,Healthcare,24.370328496953707,False
DRREDDY,Mar 2017,9.101155255001409,17.413355874894336,10.536617191322787,0.4010764964932311,33.46835443037975,0.655583264062067,254.0,1890.0,2144.0,16.0,369.0,26.0,4918.0,12.64,23.39,23.84,6.764451903462088,26.5,21.4,Healthcare,15.389988358556462,False
DRREDDY,Mar 2018,6.631188292136406,16.462432602758913,7.532612153993,0.40335666560610883,31.72151898734177,0.6389995078079556,320.0,1483.0,1803.0,11.0,369.0,35.0,5071.0,12.64,23.39,23.84,4.934266651312454,26.5,21.4,Healthcare,14.203933571388086,False
DRREDDY,Mar 2019,12.622993267736923,20.572242361470742,13.904734740444951,0.27367370222475756,39.98876404494382,0.6890891248104202,2101.0,769.0,2870.0,23.0,369.0,17.0,3838.0,12.64,23.39,23.84,9.072272377664097,26.5,21.4,Healthcare,19.92498040532975,False
DRREDDY,Mar 2020,11.565907404235885,14.140549180795798,12.988012052054618,0.14167574844541317,32.11224489795919,0.7542953106833742,2489.0,495.0,2984.0,24.0,369.0,21.0,2210.0,12.64,23.39,23.84,8.436071588991291,26.5,21.4,Healthcare,17.67084058622045,False
DRREDDY,Mar 2021,10.247795044099119,20.338093238135237,11.06513236211099,0.17181565670880336,43.391752577319586,0.7164134195877839,1315.0,2255.0,3570.0,23.0,369.0,21.0,3031.0,12.64,23.39,23.84,7.343113608599297,26.5,21.4,Healthcare,20.360874613003098,False
DRREDDY,Mar 2022,10.127639823624971,17.488976560686933,11.35748490526754,0.17613991255465333,45.03125,0.7242990654205608,246.0,2565.0,2811.0,26.0,369.0,23.0,3384.0,12.64,23.39,23.84,7.4031412647710235,26.5,21.4,Healthcare,19.131704726500264,False
DRREDDY,Mar 2023,18.269152817186868,26.22618565058776,19.35497723954307,0.05784591600103066,52.03496503496503,0.7659349871154025,1779.0,4109.0,5888.0,54.0,369.0,15.0,1347.0,12.64,23.39,23.84,12.796688347948447,26.5,21.4,Healthcare,30.207445296959364,False
DRREDDY,Mar 2024,19.913605369319196,28.321016743422227,19.74233736816026,0.07085722375592836,51.707602339181285,0.7223053120165034,509.0,4034.0,4543.0,67.0,369.0,12.0,2002.0,12.64,23.39,23.84,13.459416016498652,26.5,21.4,Healthcare,29.223955579058696,False
DRREDDY,TTM,17.44532325722886,26.61308399244292,,,33.23550724637681,,,,,64.0,369.0,,,12.64,23.39,23.84,5.81510775240962,26.5,21.4,Healthcare,,False
